,x,y,curvature,dist
0,-0.21803180704569042,-0.9057475681667213,-0.027244261586233533,0.0
1,-0.1702908385318781,-0.8946924752240566,-0.027387576343741355,0.04900423608840132
2,-0.12251834363522517,-0.883697626649977,-0.027530927216184598,0.04902140311963409
3,-0.0747443261657811,-0.8727702884352534,-0.02767420157440365,0.04900778984640815
4,-0.026938860916453897,-0.8619039762747405,-0.02781746606707254,0.04902488396390492
5,0.020868171404756965,-0.8511058424403687,-0.02796060756583425,0.04901134596872754
6,0.06870659847831313,-0.8403695099068764,-0.02810369129231786,0.04902839933285275
7,0.11654666190547394,-0.8297020172292277,-0.028246603664204836,0.04901496780313601
8,0.16438845985340392,-0.8191036375499438,-0.028389320080904105,0.049001666121845436
9,0.2122616754860331,-0.8085681545275877,-0.028531903524679113,0.04901878392537462
10,0.26013673192959286,-0.7981024362263961,-0.02867423984654726,0.04900563527834251
11,0.3080432177151867,-0.7877003732114743,-0.028816390441900572,0.04902279363002184
12,0.35595167617446954,-0.7773687199026106,-0.028958240836378803,0.04900983015721829
13,0.4038916023876045,-0.76710147362141,-0.029099850774636872,0.049027062644213686
14,0.45183365903560857,-0.7569052751691802,-0.029241105514394603,0.04901431687290647
15,0.4997779871330533,-0.746780386000923,-0.0293819772329102,0.04900175483985162
16,0.5477539434597077,-0.7367209632979186,-0.029522523104239095,0.04901922449993239
17,0.5957323676391179,-0.7267334775727788,-0.029662628124407533,0.04900692867186512
18,0.6437425260636318,-0.716812192325314,-0.02980234766067001,0.04902455724337029
19,0.6917553754443841,-0.7069634645823175,-0.02994156660210996,0.049012561081976526
20,0.7397710883991169,-0.6971875470430122,-0.03008025484017016,0.049000788302705746
21,0.7878187976888182,-0.6874788623818421,-0.030218464942779983,0.04901878135814573
22,0.8358696334718697,-0.6778435975749771,-0.03035608179888565,0.04900735809394534
23,0.8839526413073631,-0.6682762811309598,-0.0304931560194692,0.049025597257433585
24,0.9320390660658261,-0.658782986716089,-0.030629572572830194,0.04901455788741487
25,0.9801291129039056,-0.6493639579174793,-0.030765299115910347,0.04900378259275216
26,1.0282516986021122,-0.6400138816632942,-0.03090038324258654,0.04902251707369088
27,1.0763782378113422,-0.630738661872626,-0.031034710221707694,0.04901217683823848
28,1.1245089554788306,-0.6215385365249806,-0.031168246423088304,0.04900212535798687
29,1.1726726426187255,-0.6124083504639868,-0.03130103630054635,0.049021434662992545
30,1.2208408813561038,-0.6033538380968273,-0.031432965623733794,0.04901187016701276
31,1.269013916761617,-0.5943752316686571,-0.03156399952070702,0.049002619456237316
32,1.3172204171611126,-0.5854675334093407,-0.03169417918881757,0.049022584275470404
33,1.3654321297860381,-0.5766363084729141,-0.03182339111389941,0.049013873220815386
34,1.4136493201652711,-0.5678817832426839,-0.03195159923866209,0.04900550132458536
35,1.4619005370806435,-0.5591991167803041,-0.03207884139513718,0.04902620351109448
36,1.510157690440161,-0.5505937052690361,-0.032205005016119,0.04901842467524082
37,1.5584210665677192,-0.5420657691020867,-0.03233005292702542,0.04901101070675561
38,1.606690958462008,-0.5336155267094943,-0.03245394761722688,0.04900396983898233
39,1.6549957602102825,-0.5252383453875169,-0.03257672229705599,0.049025820124108034
40,1.7033075943878266,-0.5169393965804518,-0.03269826606709292,0.049019443824882485
41,1.7516267752313084,-0.5087188925595559,-0.03281854040954476,0.04901346675907203
42,1.79995362379123,-0.5005770435799688,-0.032937506511340094,0.049007897287478
43,1.8482884679646663,-0.49251405786824604,-0.03305512527555071,0.04900274379927945
44,1.8966595165156455,-0.48452556145045667,-0.0331714239375078,0.04902626248183945
45,1.9450391510468492,-0.4766164458319393,-0.03328629436914469,0.04902186397149661
46,1.993427721244819,-0.46878691287046004,-0.03339969663592059,0.04901790807652591
47,2.0418255837830075,-0.4610371623417592,-0.033511590569618985,0.04901440330680854
48,2.090233102354821,-0.4533673919269684,-0.03362193578212295,0.049011358198850975
49,2.1386506477067235,-0.44577779720000515,-0.033730691679657754,0.04900878131542428
50,2.1870785976713907,-0.43826857161494726,-0.03383781747750083,0.049006681245189344
51,2.2355173372009256,-0.4308399064933833,-0.03394327221515884,0.04900506660232665
52,2.2839672584001343,-0.42349199101174334,-0.034047014772010685,0.049003946026160504
53,2.3324287605598477,-0.41622501218860747,-0.03414900388341513,0.04900332818076561
54,2.3809022501903123,-0.40903915487199166,-0.03424919815728067,0.04900322175458998
55,2.429388141054631,-0.40193460172661327,-0.03434755609109532,0.049003635460056684
56,2.477886854202263,-0.3949115332211341,-0.034444036089412634,0.049004578033168954
57,2.5263988180025807,-0.38797012761538174,-0.034538596481790265,0.049006058233109405
58,2.574924468178482,-0.38111056094755014,-0.03463119554117665,0.049008084841833735
59,2.6234642478400616,-0.37433300702137623,-0.03472179150274035,0.04901066666366512
60,2.6720186075183396,-0.3676376373932982,-0.03481034258313645,0.049013812524881004
61,2.720588005199043,-0.3610246213595889,-0.034896807000203506,0.04901753127329475
62,2.769172906356452,-0.3544941259434695,-0.03498114299308372,0.04902183177784287
63,2.8177737839872905,-0.34804631588220086,-0.035063308842758635,0.04902672292815368
64,2.86636403663792,-0.34168487548040766,-0.035143218986030365,0.04900490359788079
65,2.9149713056699205,-0.33540633888178045,-0.03522087843237756,0.04901108675156629
66,2.9635960856642685,-0.3292108641471932,-0.035296245771096316,0.0490178858855179
67,3.012238878851438,-0.3230986070031775,-0.03536927971876089,0.04902530995765657
68,3.060873253121295,-0.317073035069723,-0.03543990069204338,0.049006222847162786
69,3.1095267361127137,-0.3111308817662651,-0.03550810899831077,0.049015003754749056
70,3.1581998519969474,-0.30527229600718114,-0.035573863925125675,0.04902443510104514
71,3.206866291411529,-0.29950058386757017,-0.03563709080822336,0.04900749928649352
72,3.2555535009361973,-0.293812627179676,-0.03569778648771927,0.04901833557539795
73,3.3042352506966703,-0.28821162487871343,-0.035755879796220295,0.049002897735916616
74,3.352938935014643,-0.28269455728188886,-0.03581136530793324,0.0490151701110245
75,3.4016384019270456,-0.27726451657074597,-0.03586417551125691,0.049001259368274014
76,3.4503609952737517,-0.2719185810853624,-0.03591430274105818,0.04901499901705984
77,3.4990806394108698,-0.2666597366455635,-0.0359616832997145,0.049002644517305634
78,3.5478246294883022,-0.2614851591462575,-0.03600630731271609,0.04901788266505561
79,3.5965669645741682,-0.25639772844326186,-0.03604811505340646,0.04900711357324186
80,3.6453348929359213,-0.2513947175123091,-0.036087094471144256,0.04902388147701393
81,3.694102486731375,-0.24647890064868966,-0.03612318996554481,0.04901472697093233
82,3.7428704446252206,-0.2416502480028097,-0.03615637011181159,0.04900642410450325
83,3.7916659473353738,-0.23690617742597259,-0.03618661968510726,0.04902557791984283
84,3.840463172903131,-0.2322493058403477,-0.0362138895794851,0.049018931812878086
85,3.8892628379330363,-0.22767959746484448,-0.036238150175150204,0.04901315682210334
86,3.938065664597967,-0.22319701465509456,-0.036259372511690154,0.0490082588869827
87,3.986872380654702,-0.21880151789751945,-0.036277528309812596,0.04900424393854701
88,4.035683719459529,-0.21449306580338934,-0.036292589992921225,0.049001117899156406
89,4.0845267378364545,-0.21026936284398567,-0.03630453629913708,0.049025300721749356
90,4.133375812812597,-0.20613271462651353,-0.036313332114429046,0.049023912374471804
91,4.182231696013033,-0.20208307370548795,-0.03631895206855269,0.04902343230419397
92,4.231095144731177,-0.19812039073406115,-0.03632137158005666,0.04902386640160845
93,4.2799669219444745,-0.19424461445804808,-0.03632056687676979,0.04902522054746801
94,4.328821598210058,-0.19045769896531334,-0.036316518061011126,0.04900122571899688
95,4.377686191141951,-0.18675748473961956,-0.036309203498739534,0.049004489873027225
96,4.4265614794639045,-0.1831439151734355,-0.03629860198758535,0.04900868998008159
97,4.475448247640319,-0.17961693173032958,-0.03628469321123714,0.04901383187369085
98,4.524347285892013,-0.17617647393896663,-0.03626745775820005,0.04901992137646456
99,4.573233300124359,-0.1728242451514725,-0.0362468890112126,0.04900081453781027
100,4.62213322258937,-0.16955831948112107,-0.03622296111782649,0.04900886335723683
101,4.67104785944967,-0.1663786310287823,-0.036195657503736725,0.049017875492813785
102,4.719951991719486,-0.16328673453518117,-0.03616497979930115,0.04900177524325812
103,4.768872505676663,-0.16028084270190215,-0.03613089975175924,0.04901277457508128
104,4.817810223536412,-0.1573608841598353,-0.036093403765624796,0.049024752801087985
105,4.866739997213536,-0.15452826631937894,-0.03605250188627198,0.04901169733772334
106,4.915688671418073,-0.15178133911392291,-0.03600816355281375,0.04902569036183023
107,4.964631142488758,-0.1491214126091589,-0.035960404500035806,0.049014698647605486
108,5.013568303685954,-0.14654826790058342,-0.03590922070568716,0.04900476323513437
109,5.062526961140229,-0.14406039120829534,-0.035854579393371715,0.04902182850691163
110,5.111482073502267,-0.14165894795962355,-0.03579650491807602,0.04901397714995567
111,5.160434544460293,-0.13934371553625718,-0.03573499649897356,0.04900719043232951
112,5.209385280695141,-0.13711447024457993,-0.035670054447989104,0.049001470513690776
113,5.2583610433739825,-0.13496987791142465,-0.03560164315814615,0.049022694808115386
114,5.307336866962647,-0.13291091346612766,-0.03552979857592342,0.04901908435267809
115,5.356313668638443,-0.13093734947513697,-0.03545452432939581,0.049016548809732025
116,5.405292368590452,-0.12904895742229458,-0.035375825156430986,0.04901509026344946
117,5.454273890023534,-0.127245507707313,-0.03529370690658912,0.04901471077925419
118,5.503259159162332,-0.12552676964425052,-0.035208176542298145,0.049015412403956536
119,5.5522491052552745,-0.12389251145998649,-0.03511924213930108,0.049017197165915495
120,5.601244660578584,-0.12234250029269533,-0.03502691288637277,0.04902006707521142
121,5.650246760440286,-0.12087650219031976,-0.034931199084304,0.04902402412381467
122,5.699230593963163,-0.11949498630227742,-0.034832165082717616,0.04900331144673651
123,5.7482228694460344,-0.11819692397511614,-0.03472977392756713,0.04900946870549354
124,5.79722452980005,-0.11698207849005879,-0.034624039214501495,0.04901671721976965
125,5.846236520981013,-0.11585021203320595,-0.03451497563754163,0.04902505891071387
126,5.895234075113466,-0.11480161433705197,-0.034402658793918336,0.04900877337876371
127,5.944243874770029,-0.1138354298436275,-0.034287049133422114,0.04901932246422609
128,5.993241169781321,-0.11295185991489184,-0.03416822775947199,0.049005261087382505
129,6.042252632149824,-0.11215013473174024,-0.034046153824285524,0.04901801920486533
130,6.091253527379783,-0.1114303680166979,-0.033920913853003845,0.04900618121687814
131,6.140270518945636,-0.11079187495474807,-0.03379246570819748,0.04902114987999579
132,6.189278885989604,-0.11023468236130743,-0.03366090124270809,0.04901153439653262
133,6.2382796056187635,-0.10975841815010377,-0.03352624841386316,0.04900303410784226
134,6.287299331585036,-0.10936252389692794,-0.0333884631404997,0.04902132460540141
135,6.336313358894015,-0.10904689773078635,-0.03324764504632766,0.049015043536878224
136,6.385322666189912,-0.10881116698005867,-0.03310382489410906,0.04900987421541199
137,6.434328232116934,-0.10865495897312469,-0.03295703433427837,0.04900581488730908
138,6.483331035319298,-0.10857790103836407,-0.03280730588755782,0.049002863789934965
139,6.532332054441213,-0.10857962050415654,-0.03265467292708617,0.04900101915208272
140,6.5813322681268875,-0.10865974469888187,-0.03249916966007904,0.049000279194392135
141,6.630332655020536,-0.10881790095091975,-0.03234083110903952,0.04900064212974423
142,6.679334193766369,-0.1090537165886499,-0.03217969309253782,0.04900210616365796
143,6.728337863008597,-0.10936681894045205,-0.032015792205578944,0.04900466949469574
