-1.17492,-1.22997,19.8295
-1.13921,-1.22351,19.8322
-1.10371,-1.21713,19.8348
-1.06842,-1.21081,19.8375
-1.03333,-1.20456,19.8401
-0.998448,-1.19837,19.8428
-0.963767,-1.19226,19.8454
-0.929288,-1.18621,19.848
-0.895008,-1.18022,19.8506
-0.860927,-1.17431,19.8532
-0.827041,-1.16845,19.8557
-0.793351,-1.16266,19.8583
-0.759855,-1.15694,19.8609
-0.72655,-1.15128,19.8634
-0.693436,-1.14568,19.8659
-0.660511,-1.14015,19.8684
-0.627774,-1.13468,19.8709
-0.595223,-1.12927,19.8734
-0.562856,-1.12393,19.8759
-0.530672,-1.11864,19.8783
-0.49867,-1.11342,19.8808
-0.466849,-1.10826,19.8832
-0.435205,-1.10315,19.8857
-0.403739,-1.09811,19.8881
-0.372448,-1.09312,19.8905
-0.341332,-1.0882,19.8929
-0.310388,-1.08333,19.8953
-0.279615,-1.07852,19.8976
-0.249012,-1.07377,19.9
-0.218577,-1.06908,19.9023
-0.188309,-1.06444,19.9047
-0.158205,-1.05986,19.907
-0.128266,-1.05534,19.9093
-0.0984882,-1.05087,19.9116
-0.0688713,-1.04645,19.9139
-0.0394136,-1.04209,19.9161
-0.0101135,-1.03779,19.9184
0.0190304,-1.03354,19.9206
0.0480196,-1.02934,19.9229
0.0768557,-1.02519,19.9251
0.10554,-1.0211,19.9273
0.134074,-1.01706,19.9295
0.16246,-1.01307,19.9317
0.190698,-1.00913,19.9339
0.218791,-1.00524,19.9361
0.24674,-1.00141,19.9382
0.274546,-0.99762,19.9404
0.30221,-0.993883,19.9425
0.329735,-0.990195,19.9446
0.357122,-0.986555,19.9467
0.384372,-0.982964,19.9488
0.411487,-0.979421,19.9509
0.438468,-0.975925,19.953
0.465317,-0.972476,19.955
0.492035,-0.969074,19.9571
0.518624,-0.965717,19.9591
0.545085,-0.962407,19.9612
0.57142,-0.959142,19.9632
0.597631,-0.955921,19.9652
0.623718,-0.952745,19.9672
0.649683,-0.949613,19.9692
0.675528,-0.946525,19.9711
0.701254,-0.94348,19.9731
0.726863,-0.940478,19.975
0.752357,-0.937518,19.977
0.777736,-0.934599,19.9789
0.803002,-0.931723,19.9808
0.828157,-0.928887,19.9827
0.853202,-0.926092,19.9846
0.878139,-0.923337,19.9865
0.902969,-0.920622,19.9883
0.927694,-0.917946,19.9902
0.952315,-0.91531,19.992
0.976834,-0.912711,19.9939
1.00125,-0.910151,19.9957
1.02557,-0.907629,19.9975
1.04979,-0.905143,19.9993
1.07392,-0.902695,20.0011
1.09795,-0.900282,20.0028
1.12188,-0.897906,20.0046
1.14573,-0.895565,20.0064
1.16948,-0.89326,20.0081
1.19315,-0.890989,20.0098
1.21672,-0.888752,20.0116
1.24022,-0.886549,20.0133
1.26362,-0.88438,20.015
1.28695,-0.882243,20.0166
1.31019,-0.880139,20.0183
1.33336,-0.878068,20.02
1.35644,-0.876028,20.0216
1.37945,-0.874019,20.0233
1.40238,-0.872041,20.0249
1.42524,-0.870093,20.0265
1.44803,-0.868176,20.0281
1.47075,-0.866288,20.0297
1.49339,-0.864429,20.0313
1.51597,-0.862599,20.0328
1.53849,-0.860797,20.0344
1.56093,-0.859023,20.036
1.58332,-0.857277,20.0375
1.60564,-0.855557,20.039
1.6279,-0.853865,20.0405
1.6501,-0.852198,20.042
1.67225,-0.850557,20.0435
1.69434,-0.848942,20.045
1.71637,-0.847351,20.0465
1.73836,-0.845785,20.0479
1.76029,-0.844243,20.0494
1.78217,-0.842725,20.0508
1.804,-0.841229,20.0522
1.82579,-0.839757,20.0537
1.84753,-0.838307,20.0551
1.86922,-0.836879,20.0565
1.89088,-0.835472,20.0578
1.91249,-0.834087,20.0592
1.93406,-0.832722,20.0606
1.9556,-0.831377,20.0619
1.9771,-0.830052,20.0633
1.99856,-0.828747,20.0646
2.01999,-0.82746,20.0659
2.04139,-0.826192,20.0672
2.06276,-0.824943,20.0685
2.0841,-0.82371,20.0698
2.10541,-0.822496,20.071
2.12669,-0.821298,20.0723
2.14796,-0.820116,20.0735
2.16919,-0.81895,20.0748
2.19041,-0.8178,20.076
2.21161,-0.816665,20.0772
2.23278,-0.815545,20.0784
2.25395,-0.814439,20.0796
2.27509,-0.813347,20.0808
2.29622,-0.812269,20.082
2.31734,-0.811203,20.0831
2.33845,-0.81015,20.0843
2.35955,-0.809109,20.0854
2.38064,-0.80808,20.0866
2.40172,-0.807062,20.0877
2.4228,-0.806056,20.0888
2.44388,-0.805059,20.0899
2.46495,-0.804073,20.091
2.48602,-0.803096,20.092
2.50709,-0.802129,20.0931
2.52817,-0.80117,20.0942
2.54925,-0.80022,20.0952
2.57034,-0.799277,20.0962
2.59143,-0.798342,20.0972
2.61253,-0.797414,20.0983
2.63364,-0.796493,20.0992
2.65476,-0.795578,20.1002
2.6759,-0.794669,20.1012
2.69704,-0.793765,20.1022
2.71821,-0.792866,20.1031
2.73939,-0.791972,20.1041
2.76059,-0.791081,20.105
2.78182,-0.790195,20.1059
2.80306,-0.789311,20.1068
2.82433,-0.788431,20.1077
2.84562,-0.787553,20.1086
2.86694,-0.786677,20.1095
2.88828,-0.785802,20.1104
2.90966,-0.784929,20.1112
2.93106,-0.784056,20.1121
2.9525,-0.783183,20.1129
2.97398,-0.782311,20.1138
2.99548,-0.781437,20.1146
3.01703,-0.780563,20.1154
3.03861,-0.779688,20.1162
3.06023,-0.77881,20.117
3.0819,-0.77793,20.1177
3.10361,-0.777048,20.1185
3.12536,-0.776163,20.1193
3.14715,-0.775273,20.12
3.169,-0.77438,20.1207
3.19089,-0.773483,20.1214
3.21284,-0.772581,20.1222
3.23483,-0.771673,20.1229
3.25688,-0.77076,20.1235
3.27898,-0.769841,20.1242
3.30114,-0.768915,20.1249
3.32336,-0.767982,20.1256
3.34564,-0.767042,20.1262
3.36797,-0.766094,20.1268
3.39037,-0.765138,20.1275
3.41284,-0.764174,20.1281
3.43537,-0.7632,20.1287
3.45796,-0.762217,20.1293
3.48063,-0.761223,20.1299
3.50336,-0.76022,20.1304
3.52617,-0.759206,20.131
