2.74215,0.121847
2.80438,0.132807
2.86596,0.14335
2.92691,0.153484
2.98725,0.163216
3.04697,0.172551
3.1061,0.181498
3.16465,0.190064
3.22262,0.198255
3.28004,0.206078
3.33692,0.213541
3.39326,0.220649
3.44908,0.227411
3.5044,0.233833
3.55922,0.239923
3.61355,0.245686
3.66742,0.251131
3.72082,0.256263
3.77379,0.261091
3.82632,0.26562
3.87842,0.269859
3.93012,0.273813
3.98143,0.27749
4.03235,0.280897
4.0829,0.284041
4.13309,0.286929
4.18294,0.289567
4.23245,0.291963
4.28164,0.294124
4.33052,0.296056
4.3791,0.297767
4.42741,0.299264
4.47544,0.300553
4.52321,0.301641
4.57073,0.302536
4.61802,0.303245
4.66509,0.303774
4.71195,0.30413
4.75861,0.304321
4.80509,0.304352
4.8514,0.304233
4.89755,0.303968
4.94355,0.303566
4.98941,0.303032
5.03516,0.302375
5.08079,0.301601
5.12633,0.300717
5.17178,0.29973
5.21716,0.298647
5.26248,0.297475
5.30775,0.296221
5.35298,0.294892
5.3982,0.293494
5.4434,0.292036
5.48861,0.290523
5.53383,0.288963
5.57907,0.287363
5.62436,0.285729
5.6697,0.284069
5.7151,0.28239
5.76058,0.280698
5.80615,0.279001
5.85182,0.277305
5.89761,0.275618
5.94352,0.273946
5.98957,0.272297
6.03577,0.270677
6.08214,0.269093
6.12868,0.267553
6.17541,0.266063
6.21776,0.264698
6.26028,0.263454
6.30297,0.26226
6.34582,0.261115
6.38884,0.26002
6.43204,0.258974
6.47541,0.257979
6.51895,0.257033
6.56268,0.256137
6.60658,0.25529
6.65067,0.254494
6.69493,0.253748
6.73939,0.253052
6.78402,0.252406
6.82885,0.25181
6.87387,0.251264
6.91907,0.250769
6.96447,0.250323
7.01007,0.249929
7.05586,0.249584
7.10185,0.24929
7.14804,0.249047
7.19444,0.248854
7.24103,0.248712
7.28783,0.24862
7.33484,0.24858
7.38206,0.248589
7.42948,0.24865
7.47712,0.248762
7.52498,0.248924
7.57304,0.249138
7.62133,0.249402
7.66983,0.249718
7.71856,0.250084
7.76751,0.250502
7.81668,0.250971
7.86608,0.251492
7.9157,0.252063
7.96555,0.252686
8.01564,0.253361
8.06596,0.254087
8.11651,0.254864
8.1673,0.255693
8.21833,0.256574
8.26959,0.257506
8.3211,0.25849
8.37285,0.259526
8.42485,0.260614
8.47709,0.261753
8.52958,0.262944
8.58232,0.264188
8.63531,0.265483
8.68855,0.266831
8.74205,0.26823
8.79581,0.269682
8.84983,0.271186
8.9041,0.272743
8.95864,0.274351
9.01344,0.276012
9.06851,0.277726
9.12384,0.279492
9.17945,0.28131
9.23532,0.283181
9.29146,0.285105
9.34788,0.287081
9.40458,0.289111
9.46155,0.291193
9.5188,0.293327
9.57634,0.295515
9.63415,0.297756
9.69225,0.300049
9.75064,0.302396
